自治体名,自治体名(英語),よみがな,都道府県名,自治体公式サイト,郵便番号,住所,電話番号,市役所緯度,市役所経度,標準地域コード
品川区,Shinagawa City,しながわく,東京都,www.city.shinagawa.tokyo.jp,142-8715,東京都品川区広町2-1-36,03-3777-1111,35.6091959,139.730108,http://statdb.nstac.go.jp/lod/sac/C13109
